Date,MSFT,AAPL,NVDA,AMZN,GOOGL,META,GOOG,CVX,TSLA,LLY,UNH,AVGO,JPM,V,XOM,JNJ,HD,MA,PG,COST,MRK,ABBV,ADBE,CRM,AMD
2023-04-14,12.201778966524481,11.139388725094166,27.65124656799272,-5.896342831826584,5.386832635940989,40.889500135128756,4.968944987048533,-0.6477594575151451,0.8544198337842744,8.77192607364734,5.414481518014336,2.7075914266642473,-7.97334330254029,-0.6236410656913147,-0.12201446074161879,-0.4487057369513157,-11.338346826991309,-2.7427233790452386,5.384448162317111,-4.715101885736704,7.468683504440817,9.822642085237298,-2.7922486053780324,10.842735903781714,9.629018885455782
2023-04-17,8.465605963637488,9.130081119854635,22.087619427842828,-9.600570025420051,-0.7889349275798664,15.420882529798385,-1.0202211206037546,2.0649698873417233,-2.2945807755795693,13.166004360497578,10.868044705534173,2.428307850045582,-2.7278022731575784,1.4941662184392044,4.273504214837157,0.25976075390256403,-14.020428338209733,-1.3175447829625235,6.457064115356747,-5.204132475314176,11.869320402052711,12.289425229087273,-4.0435498113104495,9.85456182662313,3.974637338090265
2023-04-18,12.223722015168896,6.8543665617415055,25.900471040987856,-0.22245452064688764,-0.1145210141109578,17.830909089421755,0.1995809561265589,1.7350265531750124,-1.9265125200704176,10.593374675647219,7.775097042758554,3.5122637137097574,-0.8079944852491879,1.6903486321261263,3.1897781926650937,0.6864740165376314,-12.006029500141404,-0.1470991161402328,6.002382386900018,-4.279331643682251,12.38585554459972,11.5151525978772,0.07381403770026836,14.101971072710562,4.808929254444439
2023-04-19,13.55299287281347,9.470777552634175,30.55620815075038,1.7322339379331202,3.4888204904328814,18.193059522563754,3.4116156737713115,0.6955953423814487,-3.9073736008369298,10.466148182967729,5.982245555416851,5.042409436179486,-1.162622546344863,1.8784856662884777,2.380735659890028,0.5448086351145871,-10.00697992190384,0.262758662391259,6.775107669430298,-3.780139206885126,10.045183793385169,11.019166498930822,1.5110686096914678,17.763974112501277,9.476577767991827
2023-04-20,6.888171940480479,7.209834849871862,23.397821956292013,-0.5190468868170389,-3.771829785967286,11.402779803930688,-3.540359630899443,-2.6595380098906474,-8.998522267551742,9.087963902146113,4.9844801145548265,2.0082945032401924,-1.6846489883523335,1.1585650142337083,1.0094010447198325,-0.8629060318163507,-8.840713075280256,-0.5519136505341024,7.963143519684459,-3.7558367013957983,8.336485175201364,9.322033096454492,-1.5423931308337722,14.60766257051444,3.02642109567017
2023-04-21,6.94334654926444,9.327276421625095,24.61607189916569,3.4782564931445408,4.568784130061311,16.38227348396191,4.650001525878906,-0.7294149959788603,-17.44746201430122,8.998327905826768,0.46562642157114437,4.345941138420093,-1.9139061548097438,0.9817592509061314,1.0621480898184166,-0.7212321558390445,-7.737150990705834,0.297017979043376,8.515542447334772,-1.5998089751397524,7.070518528396816,11.45839983091983,-0.6131665335817585,16.241223250569046,4.88841571649823
2023-04-24,8.113957607399604,9.398825739707927,20.660784754135182,8.000815127511633,11.009366223857704,18.14861110455984,11.135551388400364,0.825219288471552,-20.509358851201345,10.597150389181925,0.8873237109318872,5.203450699657551,-0.48425629158826916,2.4634810316657747,1.871446802102698,1.8835245724182725,-4.414512189720213,1.4308049243680323,13.053629326000207,1.7457983239380261,7.6368079391455845,9.340954724083224,1.1069433195323057,13.457327320261117,7.919726042293491
2023-04-25,7.217784034145352,9.264291107917867,27.030337472903344,10.296079283798312,11.547000321649517,22.69882294844851,11.796333933593852,-1.668892886442561,-16.374628266091147,11.624940798797972,-2.1932213126738747,6.8082620562052245,-0.4112213555547934,3.0941896451250095,-2.727196483961113,0.3330302591726358,-5.2252505523561945,2.268082661933556,12.266749159337367,1.2220276382486173,6.511927525741037,6.918779389224956,1.5094763338433443,18.81099107859167,8.136962420551724
2023-04-26,3.0185766697328216,7.370813056881312,24.279416518710295,5.39481886396523,11.859212713582307,17.4942963438433,12.221053274054276,-0.40347769415875046,-17.88943288872694,9.888697060514442,-0.5390155233340913,5.468125396623937,-2.0831879554786292,1.8088078037957513,-0.21222410316081014,0.9585238455261137,-6.80925999518367,0.720010119034442,11.736978884111645,0.9240779075878592,6.088542202772949,7.2074430098158295,-0.36533203125,13.379704901016323,4.535070849296739
2023-04-27,9.012748491416742,6.436031858200828,17.54820474582801,5.356072347782846,10.815375824634176,18.39759586499389,11.174303266313043,-2.3850977458575824,-23.39785267090427,9.655886118751646,-1.4122499938541289,2.9320405133758816,-3.8966494064043227,0.7977687937241736,-0.3349934682892675,1.2651216592794374,-7.222937703427365,-0.08648957023221192,11.502013507227439,-0.5564142494687381,5.940775438092092,6.612488747655282,-2.46096531970737,13.332541485167795,0.6515476531377984
2023-04-28,9.895289310757367,6.347776021451305,20.20295449678137,6.919730868517089,7.7470541754682305,35.40866698511794,8.372816694718377,-1.5265380243239606,-28.75280270914723,16.79054307641519,-1.842236700858767,1.3987394832646722,-5.4242022852741965,-0.10920845797644006,-0.38769445112890744,2.2149707519920585,-10.193645636763836,-0.8278400484001306,11.758776301397525,-3.217417510230474,6.426447018325922,1.8601864186471984,-2.659998918726025,13.483337955857422,1.4440048750021608
2023-05-01,15.96796370160129,9.615508511953943,23.73874861981199,9.760572269098496,12.072032793854483,38.604726932806486,12.549597437517491,-1.2427251204891898,-20.362304868712407,22.05967769499868,0.27495564196341876,3.085561323950908,-3.7089335030141,1.2487233948389973,1.3133989449377654,2.888013085684018,-8.551239589025375,1.3549207323421752,13.956540378323174,-0.5038699690871042,7.370198400785517,-1.0432672850457743,1.714319668869739,16.67955099894649,8.666326989668496
2023-05-02,18.952958275140723,10.966893079551653,30.166442650411934,7.973251279140245,13.237941776114988,38.02636995466141,13.880965631830684,2.98434168142573,-21.66962695919161,20.968336525257712,-0.8996534333529841,5.189807040209581,0.01405301806799751,4.164429084033106,4.232565722627339,2.0013758501668537,-5.966347064755237,5.360946221526195,11.442043354754054,-1.641447329847277,5.734118518245017,-0.3106213920340064,5.509318572466654,19.731184052297284,15.961781884454618
2023-05-03,21.803147186412016,14.554149536753716,38.85257010676572,7.284837445822685,16.722952741058815,41.317985871787336,16.958175005789407,2.683234362868789,-17.981451645323794,24.271010920020487,0.8019381777258389,7.603953882634366,1.2676279823648051,5.135528094376256,2.491683294130604,4.012655910057358,0.9949246840630288,6.127092393007363,11.921944277883362,-1.3433233079999436,6.968000820927624,1.019738849840666,7.97807100393586,22.521971448446383,16.34753627788687
2023-05-04,21.91165433342398,13.82714111310563,34.14281724132937,8.299401683118155,15.14456849135864,39.94273495432707,15.708058485374105,-1.3720063132464175,-20.337551518164435,26.122098502397208,1.1270386146072384,7.069101604041285,-0.08660155838755475,3.1633448413441747,-0.5923644454512343,4.924581273022851,-0.5872393878027514,6.113196082037151,11.487544049571841,-0.15883080111293843,8.418829702917705,0.26548693179441724,4.235486625937473,18.884675555982316,9.045816799327106
2023-05-05,20.202529771467955,10.368143323952685,16.848381710112797,8.57858614786359,16.063371737445394,37.2122801504557,16.56967609295245,-2.9765900595576205,-19.47839817078788,31.732421433679587,-0.943687003070688,4.4878404855881024,-3.372228479147614,1.6777422209366195,-2.5645623917966174,3.1382724163593805,-2.201729441596916,5.335696364817634,11.46019471761544,-0.8516875699136698,6.700428526527169,-2.01881184741011,0.2737629638371701,16.926638804407105,2.28213127877645
2023-05-08,22.670732574936867,16.54283137005531,19.496697172668128,11.518712987236798,17.603503786492674,36.29908229653599,17.873532729078445,-1.9149070501973842,-16.715767394306074,33.09911286114142,2.0089631565433406,6.611858452104068,-3.1859720909122013,4.003640703234536,-1.9864532264037937,4.404690045149266,-3.19894495962588,7.7735649599569285,11.589831987862217,0.939405045553093,6.8159049097920645,-2.7306746410847396,5.752792771521371,19.574599628464473,8.835960877783913
2023-05-09,23.972657636232096,16.603568052064738,21.36505165205076,12.03071514749686,17.035715022470082,36.498765679657396,17.419533807575167,-0.7677189189108138,-16.33193799771298,34.6093167771309,1.8041879269553085,7.571955959609313,-3.2850295783933148,4.946672836198528,-0.04523116271140005,4.086615955027802,-2.3681664586867823,8.02576738425783,11.650141429476792,2.123071754061768,7.059254917352632,-3.9732985035744615,7.9672350745357186,21.809489986618395,14.244003680163603
2023-05-10,23.486489560221777,17.39366308437248,24.478801548856467,11.938872545070547,20.353100519605324,32.30822195248999,20.465110856028197,-1.6545397719847046,-17.869820896343864,38.73465308146444,3.5508664558123377,4.785542999700006,-5.176151455742701,5.065017398377187,-1.4284480683353828,5.539609681237055,-3.4969969711916913,8.04694633969021,13.296022731558452,2.639514018055392,11.304595611561277,-4.2170178633926865,5.726188329671602,20.273820698737076,20.75591394571343
2023-05-11,25.317736534306327,19.06958033131451,27.786586154110832,17.283281568451883,19.488712363215914,36.18383154338931,19.93149982294171,-0.9935208762923243,-14.903585630987436,35.6144696656724,2.9838796008915742,4.799769173447008,-3.226942129103589,7.299872869047139,-1.0370651386136385,5.6564129315955824,0.3163736315287219,9.19094490364215,11.470283935840818,4.863475489636359,10.089078276871403,-5.635344728042827,7.690640961614176,22.461903177128686,23.157487599188723
2023-05-12,23.49169899636895,19.14879154283912,23.94269203549982,20.514492661810802,25.43478426725968,33.53005482253101,25.511866184168657,-4.416826269447541,-11.629123969632065,38.61292782972694,2.156162346611949,4.665495955356912,-4.302833351577105,5.3364386796724315,-4.407543621952972,6.152840321798809,-1.4606507882631778,7.4921910122099495,10.633892418825157,2.8454378831662157,9.877581052066436,-4.592571170121161,2.512745092297601,8.746453531552273,22.028842221394324
2023-05-15,21.645969665916247,14.957290949132451,19.418173224624823,18.18756781739748,24.591562631136583,27.79487476014256,24.441612611595723,-4.825416094747308,-10.981337124822515,38.22818634746856,2.1313967442049697,-0.6922063365595527,-4.7612391504446885,3.67788156160479,-5.761900665429839,4.765612345332879,-3.501427971054061,6.35961002334025,9.755232563111793,5.872575661451765,10.404194453912597,-5.9400258986807,-1.0260431030177577,9.11870442947694,18.78067445834524
2023-05-16,20.333247159715988,12.565820451776405,21.032518764637935,18.560001627604166,22.054035491081454,28.13412979428443,21.876957137618536,-5.3800340253461005,-13.492592862026395,36.496741528946394,2.208909510410526,-0.1658958195854273,-5.986558334469391,1.9581047150633957,-7.292852649513611,3.3684787705080446,-2.7799129019433066,4.0716220367973985,11.585317990540965,4.332620637395911,5.4365445530894965,-4.900824748954201,-2.786578069361668,10.854187495646721,17.29915309588334
2023-05-17,21.908319501459342,13.449867129771567,23.844897636119562,18.706573414346003,24.110374074429906,27.792531735941793,24.062869388036148,-4.602818452688265,-11.752177309870138,39.78044792254905,2.8994661291465147,2.4490117508902647,-2.2796050459018558,4.207554539898299,-6.253922873185819,3.225388629255879,-3.078779439698549,6.295494668114346,13.310553855451035,3.060910293793417,4.1430760757004235,-4.623025177551929,-0.1740068466295157,10.151638996309325,18.609181178559794
2023-05-18,23.09421060364961,12.324205009777922,22.34398880311172,22.327514511852755,26.907162451301392,28.91279416910833,26.973056912541672,-5.030990815798927,-7.467030954884958,40.3980213080142,1.997448740877556,2.386670924499283,-1.3788164827251799,4.743684760934411,-5.992001969574131,4.465210690688617,-3.2042254110958392,6.453503469490725,13.577549372851355,2.4607010214824183,7.471374269014102,-4.398396766442415,-0.13879568338277085,12.872371382668168,19.23392016009127
2023-05-19,24.655195644133507,14.88146902655226,29.75764008855513,26.49322757876015,31.011695567653994,32.80862997928319,31.189286374162105,-4.7598278307355235,0.7517945093243008,37.76550461009497,3.686731624582669,5.378137155164908,6.084094028983037,5.631562064905859,-4.196824261824776,4.906108105953944,1.6145812140570746,9.217352072317809,12.257442583739541,3.228230593299994,6.078067851553252,-3.216834269985803,5.50580877490641,17.222470103548368,23.74152667791298
2023-05-22,27.414616396652146,18.781144370133628,37.322009028100474,30.232557357311702,36.32352068409483,37.858620017549605,36.46851338639734,-2.9936737233748847,2.150597137358308,39.35623621044167,4.181782756178976,10.599674885527442,4.594088791656838,8.263163070595867,-1.1226564280728877,4.603915110770394,3.3006225027462937,12.932504549810533,11.13783694684527,5.99609439267858,6.165845704443399,-3.907558507225527,10.23383342128105,22.970328975911237,28.656106164406946
2023-05-23,25.472593100577907,15.62437317479147,34.55107760960438,26.33343747433447,34.93579367558282,35.66059256062729,34.747978618385474,-3.1000020286083774,3.5648792830187985,36.92564052212343,3.6145639299438335,10.532557431285818,7.428571428571429,8.784443619461285,-0.6570345143808786,3.2274941331520277,1.4693641400549406,11.685184583501137,10.395251682205837,5.296610169491525,9.221601901482028,-4.264557984654849,14.487930606599353,19.178397080286132,27.64296741669043
2023-05-24,22.715590434198223,13.460914239383495,28.828489261333345,20.43634058911184,32.12727684285153,27.208531143005338,32.551724461724966,-4.117936889395701,1.6042794551631145,32.36310384112609,2.4968802873111486,9.19899924967852,2.1690672075893604,4.852282279637647,-0.8883528669800042,2.066013495582218,1.2991530482632327,8.134454139127008,6.392554016765574,1.0893923999251498,6.543890735831094,-6.1098529622083895,11.544119202124557,13.587405646260919,22.641513713804432
2023-05-25,18.569171221960882,11.830832207882567,24.69044395972254,19.9064471240909,26.022268210803418,24.03539761279235,26.235104506502648,2.698305470831357,0.9864221720144429,28.691534412559083,3.2614985958491034,8.849279017073055,5.566817164698922,2.856222246168272,5.668169997200325,1.7687046450183985,3.2642267793998876,6.116412711508138,4.061196102709734,0.32738877525455873,6.0206294920516,-7.445152150116535,10.431347932788693,12.645557465928228,18.17573929113499
2023-05-26,17.03112814929349,10.625599557304216,50.82808248026265,16.583362840929016,24.122804048902655,23.65198016543499,23.884435997366136,0.25277037177983314,1.3088515393534708,29.390345784081724,1.188512351111074,9.883734979502162,3.11281630915392,2.299379199894911,4.859946274804392,1.3114356219370726,1.764725478573996,5.721265420146373,1.81958577550668,-1.4468698783505702,5.738777596673828,-9.832584657047178,6.283784186506461,13.198078386508119,21.43892278634024
2023-05-30,15.957483987636136,11.819359564012096,47.2886273650085,17.271353708302197,21.206450344332538,29.303201209844644,21.086281036486675,1.9364559663629533,2.492638712409996,29.07831683287644,1.8232156674321087,18.457300248834084,8.18695115780505,2.9578214051352045,6.640630134214382,1.515945323909294,-0.4819912541465766,6.103070443971146,1.6791501282152566,-0.28744357490458033,7.5888584454137336,-10.050577018099009,10.77231948240608,15.120365715644219,25.16353604670712
2023-05-31,23.1421950033143,12.426946363318567,56.73745645059124,25.23795301726512,24.125664764317893,34.09332352952976,23.8987545741375,-1.8825227245693843,9.195092007375496,27.03537193983756,-0.05870487762351226,29.735434685008215,7.5979264656940675,3.144625625617363,0.8199160491039473,0.05198637427512323,1.3897493182445442,7.717849218426075,-0.8750804311530358,4.189744250238024,4.043456628242903,-13.214187976715,18.479937350157936,18.364374775957305,34.71748936881159
2023-06-01,21.371177597524884,11.332247105782841,50.72331753192354,20.71364298923029,16.993902156140216,28.610998857402347,16.874528749353058,-4.877286040760344,1.1134714686982063,28.971854934758394,-0.4124163634984853,24.837067045789162,4.733812739423017,-0.8965939453646657,-4.4375933850641065,0.5263484058784363,0.05528233637092708,2.9415890967461515,-0.6385328687211456,3.669141086706789,2.7761988627619116,-12.853229958617215,10.603386389382017,16.361040690213574,27.613882809859962
2023-06-02,19.69957855505005,12.589491786521586,45.41711700888063,22.279641512750487,18.81590058184002,33.076421172824425,18.499326955934574,-3.056323475753906,5.984830136903631,30.002715480776104,2.5803372759787853,26.897232106087333,7.343925102117687,1.2225061459205873,-2.715361351305218,2.310486702326741,0.5095370001222388,4.595050263198138,-0.5139283734517215,4.473662219003314,5.996170540935026,-11.980219874714487,13.983583059558763,11.640130477335596,20.198809914553614
2023-06-05,20.381039973894204,13.905497465541231,47.464232952227434,26.552526924899517,17.414772400924964,33.473666189263064,17.156028007760902,0.03882834386152225,9.327849631628304,32.26309886982947,4.700899356416877,23.686316162558256,10.028383465747002,2.7943759032464035,1.692292755078221,2.3754358644230438,2.373988287639376,5.7059010354464474,0.5007311039165077,4.625224927610236,6.600783873965304,-13.902122288236654,17.073170731707318,13.5830084952314,20.412845502476433
2023-06-06,19.478202398637855,13.965681674141967,45.296681699242946,25.710795947316534,17.611911290635383,31.20722052346808,17.490103223422846,1.5314618909635036,14.384748102968995,31.79424435924617,5.191290253916731,27.198710084583062,12.168758708357165,3.1080395334085145,3.535210765250448,2.68588684405447,4.45198452145617,6.006311982456147,-0.45665087470757976,3.4970901177133014,7.824424341087521,-13.302116000590575,15.481656612289935,10.738716155048456,19.03011737662227
2023-06-07,21.329322182495954,13.70356495368088,46.35708844979081,27.5703779343967,22.984582531903147,33.178869811473746,22.841064887609658,-2.7402424565054324,12.684428413916452,33.84040000098503,3.735214822158004,27.943329340855588,7.9305679406787135,2.20008337609914,-1.5595477110446816,4.0965418488456224,3.750851040860269,5.168918093235685,0.0822270493223247,5.074814224351903,6.190968603468326,-12.739617189761754,15.91853004638199,9.040054920792059,22.047410120268193
2023-06-08,20.499211807595675,13.187446463571032,47.3494831135879,30.614978328329357,25.67554464498508,35.374737563721496,25.863255899796616,-1.8433772275042413,20.513767671530918,30.371692629731363,3.675573686637596,26.431886007785966,8.279017508299512,3.0272764097100833,-0.308067422137208,4.136476403854759,5.872085251866169,7.044287223363652,-1.605634117050842,5.698794374764544,3.88514974087674,-14.755138138082543,16.379219245264483,11.742070448629816,31.16539972671016
2023-06-09,15.482510842329077,10.654966205631752,39.80136204938252,22.70324402616507,20.55429933202352,26.915016981207522,20.299310352159818,-0.4351591107709729,15.648852678866563,29.776404924390693,3.814916404177819,27.083928560276778,8.928293970722361,0.8016091633093017,-0.17437815987768882,3.3852994090764863,6.634676483068645,2.7341213822604873,-1.001295037905323,4.4064630346062765,3.231032642785371,-13.291139240506327,11.865700443042535,4.444673271100587,23.113755396314055
2023-06-12,14.412956944481751,11.788617465937685,42.55925729820177,21.647060618681053,21.171573733345816,26.289460936867915,20.96328259745796,-1.9151429410928427,27.54506804647961,31.879416646586776,4.239882733968858,27.147927067924066,9.009713478458737,0.5756425507210844,-0.9407240838367846,4.555827300295131,5.473796760790343,3.117514163839109,-1.20040984000986,5.434603820707804,4.031348514234426,-12.892604386032295,19.641270218495155,7.166834130448533,26.246427423667683
2023-06-13,13.971557573641787,9.927235283133347,41.12395705236022,20.069702336911075,18.374623485751318,26.059266938810772,18.649035233717697,-3.738665093528818,19.512192431078944,29.913801308020567,4.17063238913462,26.433273513410864,8.257240401517754,-0.46571587886556165,-3.5108571721176194,3.225806451612903,1.11141191161732,1.997746262476362,-1.1365945347080233,4.107721210831771,3.571767152512581,-12.417640642820432,20.328514759969348,8.19401102072884,31.129478085127083
2023-06-14,16.446745962288592,10.007826362196107,43.70105278826344,25.104960976181033,19.7585306879892,29.00924364476148,19.769323362687338,-6.725503313343527,30.158642987040523,26.495417055597436,-0.6718078690012439,34.03428084590225,7.928696815513321,-1.4759846649836244,-7.534659611595289,1.8361425004489598,1.568529452131951,2.4122019015048437,-3.3442580320417234,5.027869708735587,-0.25719335136161847,-14.281264133902964,28.8439298978896,9.6747895441925,37.03397956687539
2023-06-15,16.42175808373663,10.710613844953093,48.70505666033667,21.88552252803573,17.551563253595766,26.62537868047576,17.770167253713403,-5.359676951275048,35.09710819089856,25.286226005982005,-7.827670623732893,34.91276314142549,11.35337333666186,-1.7218651084462238,-6.581464019961382,1.9622692299582905,2.0443446413020503,2.481450654232663,-3.2749772408090503,5.478871760140045,0.8177886379438525,-13.124296771130195,23.62715862445471,5.324543692947352,31.980802288866023
2023-06-16,18.688898970544216,12.33513244053512,58.48368471519012,23.847676532382025,17.871157222926715,28.75921755918104,18.037161367914464,-7.393452553323125,33.8939134195339,23.67491499492834,-9.276755048362896,40.60348156845241,10.171613247752106,-2.695356070402703,-9.821350605672453,-2.1496271635006745,4.215880536272911,2.605893577635017,-2.7039511347501635,6.4107969352403416,-3.136450738423923,-14.956469275698131,24.462073947572105,6.471762606958417,35.46888796131624
2023-06-20,20.48010972931976,13.403371538068464,60.70570249915232,25.132277228551708,16.150159040720066,31.767696417185608,16.345266458176607,-5.416037520330642,39.911389194607054,23.76116028609909,-9.100833277889386,42.82410516114854,12.222485041071963,0.2035450435404369,-7.553239644415173,-0.40569070160866355,5.4502656819607385,5.571688954227348,-2.1679168475193693,9.078555414257682,-2.519364181361825,-15.38223808980933,36.16131690964865,10.901059414022885,36.06574892815548
2023-06-21,17.250070971108304,13.812260107029045,55.90848024368914,22.31575164957562,15.49229376694825,29.79278742087456,15.50725309687796,-7.2137381151400755,41.726739897719526,21.487734428218666,-11.341665729739054,37.499793271005274,11.509892322272213,0.2517366703424875,-8.608346893259816,-0.0365219174220225,2.9535924680897585,4.1289483290834355,-0.8015412427482598,5.694272603806456,-3.1347116243354303,-14.992555095979561,29.071097643272424,8.961297149230537,24.727683442464514
2023-06-22,18.9301032729222,14.987556211034,60.112630518835886,25.74059416736135,16.1841512090255,32.583582271235564,16.127965907276387,-9.780169561736779,47.29376025050588,24.84891477083776,-9.985212473165232,38.35931429545524,11.188911567056927,-1.0199176459532082,-11.140007493805044,-0.420041653046895,3.097663629313788,2.6995815891165567,-1.5929968783593187,3.8624244427535452,-2.115741220210742,-15.262116828350447,32.575252464283636,14.62756364661551,26.012973946627486
2023-06-23,17.859538829203178,14.765770448730391,59.47536490360039,28.089538191970036,14.67889975147597,30.4112086786288,14.674018496749714,-9.698504599201172,38.89997429822793,23.28953124237679,-8.25227068135488,37.03421600902532,10.747079812135214,-0.6364939922661582,-10.75241400511288,-0.01220368026134307,3.808014552274013,3.684555978009595,-0.47660103647039287,6.404413190353789,-1.8901112315418955,-15.527227530855207,28.1786413098541,10.146068103968856,21.56395065294825
2023-06-26,15.360195133928729,12.07417600141565,60.46555825613316,26.08398309224869,12.985196787316855,27.75584387021881,12.801551124487698,-12.249405706108037,39.47822326949811,21.817941472791443,-9.102482882829383,33.60406619455611,7.403664924624613,-2.3507676149861783,-11.384642556232764,0.0,2.7965132974225573,1.4419091513190587,-1.0015182379070053,5.06939072722659,-1.2285846569036525,-15.606367329665996,24.85481189231709,8.493967304730264,18.699100776940668
2023-06-27,16.628218402352502,13.08637142944489,58.68525549719602,26.163300298425334,10.921281427102493,30.344487356988882,10.96839433027111,-12.073768864213061,35.17297693201014,24.158726583177195,-6.574961084557941,33.163319440152115,0.10091501042311822,-1.9570984306633594,-11.934515932187054,-0.5185724971914222,3.586711009535555,1.5116948133964174,-1.9205257592611755,6.7372353843904165,-0.7544836836419566,-15.743550354571623,27.315621157952958,7.382486938899434,20.926427191544633
2023-06-28,14.909972084023096,12.503785145753623,51.09621762621334,25.1995401570598,10.484099728575838,28.854066060112473,10.73106405322021,-10.191901682403818,30.04705636460155,24.211089678731497,-5.386366061530707,32.09002997081528,-0.5935792177543642,-2.5698133072615517,-9.285086468912601,-1.201186403789728,4.316181538063241,2.0334763316031634,-1.7279050364912847,5.8124512756105275,-1.8954875790660168,-16.317154106013657,27.011003107879944,5.611932948973101,20.8078295056616
2023-06-29,16.05229716292452,12.891206402183435,46.96207986765385,26.041054345003467,12.047843385541269,30.717338162400328,12.214608069260253,-10.016421184088086,35.47827044426086,26.65513371559987,-4.4640063116118816,32.64327725734853,-1.5841515778387123,-2.611303914441034,-10.800414416906516,1.360165527682985,4.365274213112013,2.3823579025296504,-1.2433071882405309,6.456024746691508,-1.201780772278332,-16.912081492395465,27.665214033673024,4.992445169828386,20.527957847807087
2023-06-30,16.037433624667134,12.7960367019243,48.788081416629275,23.461170186697075,14.45574727824755,31.896153929138237,14.349647854249065,-8.934849223346557,42.88166787296073,23.912866371362192,-2.2871298551162123,34.66509254641942,-0.8143279185270136,-1.62532309371102,-9.359179944476962,0.0676801889975615,3.32423798304209,2.159339746281678,-1.8249204346595653,6.965308226432396,-1.6472420035580546,-17.889715523595278,27.455215566783487,6.525234188125728,24.605288695466882
2023-07-03,18.049008175993563,14.989506091338118,53.77803078983037,24.71823934648107,14.132393507486043,33.64621954150445,14.353160273116472,-7.29467114772861,59.88710799475702,23.969477047859698,-1.940670336213615,37.20261488323659,2.6915763160529704,0.7118491583535754,-7.1947420777736415,0.7824909921561543,3.687570411615752,3.4933349609374997,-0.6761711840840063,5.654890837694202,-0.33283459710288726,-17.47867151745322,26.94997576314007,7.265458205973957,25.435576532792005
2023-07-05,18.697505196617094,17.428186742348483,56.77938331063561,22.307412531765664,13.120191368166573,34.67049322607671,13.605887578559491,-7.060077333335259,67.48848265542118,21.031051184992105,-1.1822580989029001,37.24442433405719,4.020214476437525,1.2604131210328697,-7.344198013595353,1.0141950161188484,3.246230488263945,4.2905890956503745,-2.9409953106136717,6.102496992992499,-0.7801001165405484,-17.492767084234416,28.787035601254125,5.7981252151433305,30.22730211996742
2023-07-06,18.923238599988583,15.871290874343464,55.81317401868815,22.624994459871402,12.522408691332412,35.1802260314419,12.436784913947472,-8.035922044919818,71.52876166691871,20.54258477792621,-2.640406511565096,36.6974587023868,2.9915489530874355,0.7088886381739974,-8.942470361866992,-0.42154644030557853,2.9372712244059676,3.757368281020686,-3.018868587429491,5.826904793119027,-1.6387799602118474,-17.613364720114028,27.46859461027571,7.987896301293622,32.57964928482594
2023-07-07,22.467493772550647,15.918661162185465,59.46038512320132,25.036560769797507,15.358695052471635,42.56324273560713,15.323581575154533,-8.160250959622404,73.0814710319954,20.34092077855827,-4.58814577738956,35.84771767262188,3.8861089378022844,3.7806559837196794,-9.809475312798964,-1.7738181412396,3.5467250166604174,6.865109455613208,-3.3186280846995,7.097003100763439,-3.115075338062122,-16.628259056309098,29.870936711055695,10.767293741255527,33.73507829779656
2023-07-10,14.879646861081527,16.884471227873178,57.00400840399499,22.489990689638958,15.803682898790353,39.531996748872224,15.73959111703249,-8.338352026836642,81.09267816310975,22.8718739392917,-3.7167432970964467,38.014247116359044,6.418700147013805,3.760684663856501,-11.719358282324215,-1.3220968890910634,4.832152794889717,6.5165212291703964,-1.8566406282775227,7.930702036933883,-2.080578862736613,-15.234863220236287,32.75492046147057,9.529030698034612,32.83686341519885
2023-07-11,9.76610597467991,12.380494264793866,56.677437752033995,17.528690295836686,9.954463312957067,23.88916449430189,9.873578183128402,-7.798744840047764,72.58879893071315,16.03944777061414,-6.212408739549423,37.17114311457261,5.4359699251,3.493297319720777,-11.863391588741216,-2.1901885424654908,3.1538188555923488,3.9633893613082014,-4.812423289161803,4.745947107612104,-5.227513095713521,-9.04144011322274,30.65262276398275,6.665304376781971,29.231469401801043
2023-07-12,7.745878746512798,11.48044072794713,53.09020595654228,21.147466758774076,8.337995978184507,22.295266702443207,7.8913332278669435,-7.462333428885562,63.50191582267078,13.6765565229726,-6.039545904586133,40.64006150862929,5.85936814443132,2.6124702198562533,-11.052893870567184,-2.791687324755787,4.115922927226027,3.5760325188914996,-4.891935616069442,4.824927212829148,-5.187492682467867,-11.328742502877684,31.708867993125704,11.942331514103884,24.941255712761883
2023-07-13,10.15840057367776,11.846215444137032,48.8516006527447,27.692301481365977,10.820901524014275,24.08504362540506,10.760378856001628,-4.795505865245117,70.75324936394998,8.048102279045919,-6.596734194425237,39.35261117472893,4.426345704731835,3.8880085839303837,-6.688757557704836,-2.8484128901320593,6.251254480507173,5.038702518435394,-5.454434531153579,7.781762990961334,-6.850604987265968,-11.638799432850758,36.15127942593184,12.189696864731104,25.866870684275607
2023-07-14,11.181688054418215,13.029552384391854,57.80928147602522,29.344781278291375,14.821497014416238,31.09011365833157,14.682012705914637,-0.12496685618113987,71.28688199095457,8.913903436708024,-8.388903994729148,46.8040570624961,7.040022248922785,7.405937913036207,-3.7511328888789413,-4.259830837603323,8.094334451211955,7.172300430352796,-4.749723853264346,8.688181412358038,-8.957500732263982,-12.326871813286036,38.235770101134484,17.756912308720004,28.750970327248503
